Kommune,E-Mail,Bundesland,Einwohner,,,,,,,,,,,,,,,,,
Braunsbach,braunsbach.de,Baden-Württemberg,2472,,,,,,,,,,,,,,,,,
Breitingen,breitingen-lonetal.de,Baden-Württemberg,354,,,,,,,,,,,,,,,,,
Breitnau,breitnau.de,Baden-Württemberg,1850,,,,,,,,,,,,,,,,,
Bretzfeld,bretzfeld.de,Baden-Württemberg,12713,,,,,,,,,,,,,,,,,
Brigachtal,brigachtal.de,Baden-Württemberg,5059,,,,,,,,,,,,,,,,,
Bubsheim,bubsheim.de,Baden-Württemberg,1446,,,,,,,,,,,,,,,,,
Buchenbach,buchenbach.de,Baden-Württemberg,3144,,,,,,,,,,,,,,,,,
Buggingen,buggingen.de,Baden-Württemberg,4449,,,,,,,,,,,,,,,,,
Burgrieden,burgrieden.de,Baden-Württemberg,4291,,,,,,,,,,,,,,,,,
Burgstetten,burgstetten.de,Baden-Württemberg,3681,,,,,,,,,,,,,,,,,
Burladingen,burladingen.de,Baden-Württemberg,12124,,,,,,,,,,,,,,,,,
Cleebronn,cleebronn.de,Baden-Württemberg,3118,,,,,,,,,,,,,,,,,
Creglingen,creglingen.de,Baden-Württemberg,4453,,,,,,,,,,,,,,,,,
Dachsberg,dachsberg.de,Baden-Württemberg,1815,,,,,,,,,,,,,,,,,
Daisendorf,daisendorf.de,Baden-Württemberg,1521,,,,,,,,,,,,,,,,,
Dauchingen,dauchingen.de,Baden-Württemberg,3800,,,,,,,,,,,,,,,,,
Dautmergen,gemeinde-dautmergen.de,Baden-Württemberg,459,,,,,,,,,,,,,,,,,
Deckenpfronn,deckenpfronn.de,Baden-Württemberg,3274,,,,,,,,,,,,,,,,,
Deggenhausertal,deggenhausertal.de,Baden-Württemberg,4430,,,,,,,,,,,,,,,,,
Deggingen,deggingen.de,Baden-Württemberg,5066,,,,,,,,,,,,,,,,,
Deilingen,deilingen.de,Baden-Württemberg,1877,,,,,,,,,,,,,,,,,
Deizisau,deizisau.de,Baden-Württemberg,6707,,,,,,,,,,,,,,,,,
Denkendorf,denkendorf.de,Baden-Württemberg,11092,,,,,,,,,,,,,,,,,
Denkingen,denkingen.de,Baden-Württemberg,2979,,,,,,,,,,,,,,,,,
Denzlingen,denzlingen-online.de,Baden-Württemberg,13720,,,,,,,,,,,,,,,,,
Dettenhausen,dettenhausen.de,Baden-Württemberg,5543,,,,,,,,,,,,,,,,,
Dettenheim,dettenheim.de,Baden-Württemberg,6782,,,,,,,,,,,,,,,,,
Dettighofen,dettighofen.de,Baden-Württemberg,1131,,,,,,,,,,,,,,,,,
Dielheim,dielheim.de,Baden-Württemberg,9094,,,,,,,,,,,,,,,,,
Dietenheim,dietenheim.de,Baden-Württemberg,6843,,,,,,,,,,,,,,,,,
Dietingen,dietingen.de,Baden-Württemberg,4204,,,,,,,,,,,,,,,,,
Dischingen,dischingen.de,Baden-Württemberg,4374,,,,,,,,,,,,,,,,,
Dobel,dobel.de,Baden-Württemberg,2297,,,,,,,,,,,,,,,,,
Dogern,dogern.de,Baden-Württemberg,2254,,,,,,,,,,,,,,,,,
Donzdorf,donzdorf.de,Baden-Württemberg,10568,,,,,,,,,,,,,,,,,
Dormettingen,dormettingen.de,Baden-Württemberg,1076,,,,,,,,,,,,,,,,,
Dornhan,dornhan.de,Baden-Württemberg,6219,,,,,,,,,,,,,,,,,
Dornstadt,dornstadt.de,Baden-Württemberg,9241,,,,,,,,,,,,,,,,,
Dornstetten,dornstetten.de,Baden-Württemberg,8194,,,,,,,,,,,,,,,,,
Dossenheim,dossenheim.de,Baden-Württemberg,12690,,,,,,,,,,,,,,,,,
Dotternhausen,dotternhausen.de,Baden-Württemberg,1840,,,,,,,,,,,,,,,,,
Drackenstein,drackenstein.de,Baden-Württemberg,441,,,,,,,,,,,,,,,,,
Dunningen,dunningen.de,Baden-Württemberg,6448,,,,,,,,,,,,,,,,,
Durbach,durbach.de,Baden-Württemberg,4123,,,,,,,,,,,,,,,,,
Durchhausen,durchhausen.de,Baden-Württemberg,1063,,,,,,,,,,,,,,,,,
Durlangen,durlangen.de,Baden-Württemberg,2730,,,,,,,,,,,,,,,,,
Ebenweiler,ebenweiler.de,Baden-Württemberg,1359,,,,,,,,,,,,,,,,,
Eberdingen,eberdingen.de,Baden-Württemberg,6800,,,,,,,,,,,,,,,,,
Eberhardzell,eberhardzell.de,Baden-Württemberg,4580,,,,,,,,,,,,,,,,,
Eberstadt,eberstadt.de,Baden-Württemberg,3209,,,,,,,,,,,,,,,,,
Ebhausen,ebhausen.de,Baden-Württemberg,4890,,,,,,,,,,,,,,,,,
Ebringen,ebringen.de,Baden-Württemberg,2859,,,,,,,,,,,,,,,,,
Egenhausen,egenhausen.de,Baden-Württemberg,2099,,,,,,,,,,,,,,,,,
Egesheim,egesheim.de,Baden-Württemberg,652,,,,,,,,,,,,,,,,,
Eggingen,eggingen.de,Baden-Württemberg,1762,,,,,,,,,,,,,,,,,
Ehrenkirchen,ehrenkirchen.de,Baden-Württemberg,7813,,,,,,,,,,,,,,,,,
Eichstegen,eichstegen.de,Baden-Württemberg,533,,,,,,,,,,,,,,,,,
Eigeltingen,eigeltingen.de,Baden-Württemberg,3821,,,,,,,,,,,,,,,,,
Eimeldingen,eimeldingen.de,Baden-Württemberg,2529,,,,,,,,,,,,,,,,,
Eisingen,eisingen-enzkreis.de,Baden-Württemberg,4648,,,,,,,,,,,,,,,,,
Ellenberg,ellenberg.de,Baden-Württemberg,88,,,,,,,,,,,,,,,,,
Ellhofen,ellhofen.de,Baden-Württemberg,3998,,,,,,,,,,,,,,,,,
Elztal,elztal.de,Baden-Württemberg,5814,,,,,,,,,,,,,,,,,
Emerkingen,emerkingen.de,Baden-Württemberg,816,,,,,,,,,,,,,,,,,
Emmendingen,emmendingen.de,Baden-Württemberg,29502,,,,,,,,,,,,,,,,,
Empfingen,empfingen.de,Baden-Württemberg,4269,,,,,,,,,,,,,,,,,
Engelsbrand,engelsbrand.de,Baden-Württemberg,4470,,,,,,,,,,,,,,,,,
Engen,engen.de,Baden-Württemberg,11311,,,,,,,,,,,,,,,,,
Engstingen,engstingen.de,Baden-Württemberg,5041,,,,,,,,,,,,,,,,,
Epfenbach,epfenbach.de,Baden-Württemberg,2448,,,,,,,,,,,,,,,,,
Epfendorf,epfendorf.de,Baden-Württemberg,3106,,,,,,,,,,,,,,,,,
Erdmannhausen,erdmannhausen.de,Baden-Württemberg,5261,,,,,,,,,,,,,,,,,
Eriskirch,eriskirch.de,Baden-Württemberg,4834,,,,,,,,,,,,,,,,,
Erkenbrechtsweiler,erkenbrechtsweiler.de,Baden-Württemberg,1992,,,,,,,,,,,,,,,,,
Erlenbach,erlenbach-hn.de,Baden-Württemberg,5155,,,,,,,,,,,,,,,,,
Erlenmoos,erlenmoos.de,Baden-Württemberg,1790,,,,,,,,,,,,,,,,,
Erligheim,erligheim.de,Baden-Württemberg,3071,,,,,,,,,,,,,,,,,
Erolzheim,erolzheim.de,Baden-Württemberg,3360,,,,,,,,,,,,,,,,,
Ertingen,ertingen.de,Baden-Württemberg,5381,,,,,,,,,,,,,,,,,
Eschach,eschach.de,Baden-Württemberg,1920,,,,,,,,,,,,,,,,,
Eschbach,gemeinde-eschbach.de,Baden-Württemberg,171,,,,,,,,,,,,,,,,,
Eschbronn,eschbronn.de,Baden-Württemberg,2085,,,,,,,,,,,,,,,,,
Eschelbronn,eschelbronn.de,Baden-Württemberg,2733,,,,,,,,,,,,,,,,,
Eschenbach,gemeinde-eschenbach.de,Baden-Württemberg,2110,,,,,,,,,,,,,,,,,
Essingen,essingen.de,Baden-Württemberg,2270,,,,,,,,,,,,,,,,,
Fahrenbach,fahrenbach.de,Baden-Württemberg,2636,,,,,,,,,,,,,,,,,
Feldberg,gemeinde-feldberg.de,Baden-Württemberg,2178,,,,,,,,,,,,,,,,,
Fichtenau,fichtenau.de,Baden-Württemberg,4588,,,,,,,,,,,,,,,,,
Fichtenberg,fichtenberg.de,Baden-Württemberg,2895,,,,,,,,,,,,,,,,,
Fischerbach,fischerbach.de,Baden-Württemberg,1704,,,,,,,,,,,,,,,,,
Fischingen,fischingen.de,Baden-Württemberg,778,,,,,,,,,,,,,,,,,
Flein,flein.de,Baden-Württemberg,7432,,,,,,,,,,,,,,,,,
Fleischwangen,fleischwangen.de,Baden-Württemberg,651,,,,,,,,,,,,,,,,,
Forbach,forbach.de,Baden-Württemberg,4562,,,,,,,,,,,,,,,,,
Forchheim,forchheim-am-kaiserstuhl.de,Baden-Württemberg,1409,,,,,,,,,,,,,,,,,
Forchtenberg,forchtenberg.de,Baden-Württemberg,5405,,,,,,,,,,,,,,,,,
Forst,forst-baden.de,Baden-Württemberg,615,,,,,,,,,,,,,,,,,
Frankenhardt,frankenhardt.de,Baden-Württemberg,5026,,,,,,,,,,,,,,,,,
Freiamt,freiamt.de,Baden-Württemberg,4243,,,,,,,,,,,,,,,,,
Freudental,freudental.de,Baden-Württemberg,2502,,,,,,,,,,,,,,,,,
Frickenhausen,frickenhausen.de,Baden-Württemberg,9201,,,,,,,,,,,,,,,,,
Frickingen,frickingen.de,Baden-Württemberg,3111,,,,,,,,,,,,,,,,,
Friedenweiler,friedenweiler.de,Baden-Württemberg,2035,,,,,,,,,,,,,,,,,
Friolzheim,friolzheim.de,Baden-Württemberg,4062,,,,,,,,,,,,,,,,,
Frittlingen,frittlingen.de,Baden-Württemberg,2127,,,,,,,,,,,,,,,,,
Fronreute,fronreute.de,Baden-Württemberg,4983,,,,,,,,,,,,,,,,,
Gaiberg,gaiberg.de,Baden-Württemberg,2480,,,,,,,,,,,,,,,,,
Gaienhofen,gaienhofen.de,Baden-Württemberg,3334,,,,,,,,,,,,,,,,,
Gammelshausen,gammelshausen.de,Baden-Württemberg,1509,,,,,,,,,,,,,,,,,
Gammertingen,gammertingen.de,Baden-Württemberg,6155,,,,,,,,,,,,,,,,,
Gechingen,gechingen.de,Baden-Württemberg,3621,,,,,,,,,,,,,,,,,
Geisingen,geisingen.de,Baden-Württemberg,6225,,,,,,,,,,,,,,,,,
Gemmingen,gemmingen4u.de,Baden-Württemberg,5593,,,,,,,,,,,,,,,,,
Gemmrigheim,gemmrigheim.de,Baden-Württemberg,4620,,,,,,,,,,,,,,,,,
Gerabronn,gerabronn.de,Baden-Württemberg,4451,,,,,,,,,,,,,,,,,
Gerstetten,gerstetten.de,Baden-Württemberg,11551,,,,,,,,,,,,,,,,,
Glatten,glatten.de,Baden-Württemberg,2531,,,,,,,,,,,,,,,,,
Glottertal,glottertal.de,Baden-Württemberg,3225,,,,,,,,,,,,,,,,,
Gomadingen,gomadingen.de,Baden-Württemberg,2200,,,,,,,,,,,,,,,,,
Gomaringen,gomaringen.de,Baden-Württemberg,9080,,,,,,,,,,,,,,,,,
Gondelsheim,gondelsheim.de,Baden-Württemberg,4172,,,,,,,,,,,,,,,,,
Gosheim,gosheim.de,Baden-Württemberg,3720,,,,,,,,,,,,,,,,,
Gottenheim,gottenheim.de,Baden-Württemberg,3156,,,,,,,,,,,,,,,,,
Gottmadingen,gottmadingen.de,Baden-Württemberg,10871,,,,,,,,,,,,,,,,,
Grabenstetten,grabenstetten.de,Baden-Württemberg,1726,,,,,,,,,,,,,,,,,
Grafenau,grafenau-wuertt.de,Baden-Württemberg,6578,,,,,,,,,,,,,,,,,
Grafenberg,grafenberg.de,Baden-Württemberg,2632,,,,,,,,,,,,,,,,,
Grafenhausen,grafenhausen.de,Baden-Württemberg,2271,,,,,,,,,,,,,,,,,
Griesingen,griesingen.de,Baden-Württemberg,1015,,,,,,,,,,,,,,,,,
Grosselfingen,grosselfingen.de,Baden-Württemberg,2198,,,,,,,,,,,,,,,,,
Gruibingen,gruibingen.de,Baden-Württemberg,2249,,,,,,,,,,,,,,,,,
Grundsheim,grundsheim.de,Baden-Württemberg,203,,,,,,,,,,,,,,,,,
Gschwend,gschwend.de,Baden-Württemberg,4581,,,,,,,,,,,,,,,,,
Gundelfingen,gundelfingen.de,Baden-Württemberg,12168,,,,,,,,,,,,,,,,,
Gundelsheim,gundelsheim.de,Baden-Württemberg,7449,,,,,,,,,,,,,,,,,
Gunningen,gunningen.de,Baden-Württemberg,773,,,,,,,,,,,,,,,,,
Haigerloch,haigerloch.de,Baden-Württemberg,10930,,,,,,,,,,,,,,,,,
Haiterbach,haiterbach.de,Baden-Württemberg,5872,,,,,,,,,,,,,,,,,
Hardheim,hardheim.de,Baden-Württemberg,6802,,,,,,,,,,,,,,,,,
Hardt,hardt-online.de,Baden-Württemberg,456,,,,,,,,,,,,,,,,,
Hartheim,hartheim.de,Baden-Württemberg,3230,,,,,,,,,,,,,,,,,
Hasel,gemeinde-hasel.de,Baden-Württemberg,1237,,,,,,,,,,,,,,,,,
Hattenhofen,hattenhofen.de,Baden-Württemberg,2925,,,,,,,,,,,,,,,,,
Hayingen,hayingen.de,Baden-Württemberg,2211,,,,,,,,,,,,,,,,,
Heddesbach,heddesbach.de,Baden-Württemberg,472,,,,,,,,,,,,,,,,,
Heddesheim,heddesheim.de,Baden-Württemberg,12294,,,,,,,,,,,,,,,,,
Heiligenberg,heiligenberg.de,Baden-Württemberg,2836,,,,,,,,,,,,,,,,,
Heiligkreuzsteinach,heiligkreuzsteinach.de,Baden-Württemberg,2614,,,,,,,,,,,,,,,,,
Heimsheim,heimsheim.de,Baden-Württemberg,5530,,,,,,,,,,,,,,,,,
Heiningen,heiningen-online.de,Baden-Württemberg,682,,,,,,,,,,,,,,,,,
Heitersheim,heitersheim.de,Baden-Württemberg,6577,,,,,,,,,,,,,,,,,
Hemmingen,hemmingen.de,Baden-Württemberg,18932,,,,,,,,,,,,,,,,,
Hemsbach,hemsbach.de,Baden-Württemberg,11915,,,,,,,,,,,,,,,,,
Herbertingen,herbertingen.de,Baden-Württemberg,4738,,,,,,,,,,,,,,,,,
Herbrechtingen,herbrechtingen.de,Baden-Württemberg,13238,,,,,,,,,,,,,,,,,
Hermaringen,hermaringen.de,Baden-Württemberg,2341,,,,,,,,,,,,,,,,,
Heroldstatt,heroldstatt.de,Baden-Württemberg,2931,,,,,,,,,,,,,,,,,
Herrischried,herrischried.de,Baden-Württemberg,2648,,,,,,,,,,,,,,,,,
Hessigheim,hessigheim.de,Baden-Württemberg,2502,,,,,,,,,,,,,,,,,
Hettingen,hettingen.de,Baden-Württemberg,1861,,,,,,,,,,,,,,,,,
Heuchlingen,heuchlingen.de,Baden-Württemberg,1864,,,,,,,,,,,,,,,,,
Heuweiler,heuweiler.de,Baden-Württemberg,1159,,,,,,,,,,,,,,,,,
Hildrizhausen,hildrizhausen.de,Baden-Württemberg,3581,,,,,,,,,,,,,,,,,
Hilzingen,hilzingen.de,Baden-Württemberg,9196,,,,,,,,,,,,,,,,,
Hinterzarten,hinterzarten.de,Baden-Württemberg,2510,,,,,,,,,,,,,,,,,
Hirrlingen,hirrlingen.de,Baden-Württemberg,3123,,,,,,,,,,,,,,,,,
Hofstetten,hofstetten-schwarzwald.de,Baden-Württemberg,1789,,,,,,,,,,,,,,,,,
Hohberg,hohberg.de,Baden-Württemberg,8186,,,,,,,,,,,,,,,,,
Hohenfels,hohenfels.de,Baden-Württemberg,2236,,,,,,,,,,,,,,,,,
Hohenstadt,hohenstadt-alb.de,Baden-Württemberg,733,,,,,,,,,,,,,,,,,
Hohenstein,gemeinde-hohenstein.de,Baden-Württemberg,5829,,,,,,,,,,,,,,,,,
Hohentengen,hohentengen-online.de,Baden-Württemberg,4147,,,,,,,,,,,,,,,,,
Holzkirch,holzkirch.de,Baden-Württemberg,283,,,,,,,,,,,,,,,,,
Holzmaden,holzmaden.de,Baden-Württemberg,2284,,,,,,,,,,,,,,,,,
Horben,horben.de,Baden-Württemberg,1204,,,,,,,,,,,,,,,,,
Horgenzell,horgenzell.de,Baden-Württemberg,5436,,,,,,,,,,,,,,,,,
Hornberg,hornberg.de,Baden-Württemberg,4154,,,,,,,,,,,,,,,,,
Ibach,ibach-schwarzwald.de,Baden-Württemberg,337,,,,,,,,,,,,,,,,,
Iffezheim,iffezheim.de,Baden-Württemberg,5219,,,,,,,,,,,,,,,,,
Igersheim,igersheim.de,Baden-Württemberg,5517,,,,,,,,,,,,,,,,,
Iggingen,iggingen.de,Baden-Württemberg,2613,,,,,,,,,,,,,,,,,
Ihringen,ihringen.de,Baden-Württemberg,6308,,,,,,,,,,,,,,,,,
Illerkirchberg,illerkirchberg.de,Baden-Württemberg,5036,,,,,,,,,,,,,,,,,
Illerrieden,illerrieden.de,Baden-Württemberg,3361,,,,,,,,,,,,,,,,,
Illingen,illingen-online.de,Baden-Württemberg,7791,,,,,,,,,,,,,,,,,
Illmensee,illmensee.de,Baden-Württemberg,2026,,,,,,,,,,,,,,,,,
Ilsfeld,ilsfeld.de,Baden-Württemberg,9826,,,,,,,,,,,,,,,,,
Ilshofen,ilshofen.de,Baden-Württemberg,6990,,,,,,,,,,,,,,,,,
Ilvesheim,ilvesheim.de,Baden-Württemberg,9207,,,,,,,,,,,,,,,,,
Immendingen,immendingen.de,Baden-Württemberg,6585,,,,,,,,,,,,,,,,,
Ingelfingen,ingelfingen.de,Baden-Württemberg,5501,,,,,,,,,,,,,,,,,
Ingersheim,ingersheim.de,Baden-Württemberg,6223,,,,,,,,,,,,,,,,,
Ingoldingen,ingoldingen.de,Baden-Württemberg,3159,,,,,,,,,,,,,,,,,
Inzigkofen,inzigkofen.de,Baden-Württemberg,2958,,,,,,,,,,,,,,,,,
Inzlingen,inzlingen.de,Baden-Württemberg,2555,,,,,,,,,,,,,,,,,
Irndorf,irndorf.de,Baden-Württemberg,683,,,,,,,,,,,,,,,,,
Ispringen,ispringen.de,Baden-Württemberg,5968,,,,,,,,,,,,,,,,,
Ittlingen,ittlingen.de,Baden-Württemberg,2643,,,,,,,,,,,,,,,,,
Jagsthausen,jagsthausen.de,Baden-Württemberg,1747,,,,,,,,,,,,,,,,,
Jagstzell,jagstzell.de,Baden-Württemberg,2365,,,,,,,,,,,,,,,,,
Jestetten,jestetten.de,Baden-Württemberg,5290,,,,,,,,,,,,,,,,,
Jettingen,jettingen.de,Baden-Württemberg,8012,,,,,,,,,,,,,,,,,
Jungingen,jungingen.de,Baden-Württemberg,1419,,,,,,,,,,,,,,,,,
Kaisersbach,kaisersbach.de,Baden-Württemberg,2381,,,,,,,,,,,,,,,,,
Kanzach,gemeinde-kanzach.de,Baden-Württemberg,508,,,,,,,,,,,,,,,,,
Kappelrodeck,kappelrodeck.de,Baden-Württemberg,6324,,,,,,,,,,,,,,,,,
Karlsbad,karlsbad.de,Baden-Württemberg,16049,,,,,,,,,,,,,,,,,
Keltern,keltern.de,Baden-Württemberg,8693,,,,,,,,,,,,,,,,,
Ketsch,ketsch.de,Baden-Württemberg,13117,,,,,,,,,,,,,,,,,
Kieselbronn,kieselbronn.de,Baden-Württemberg,2923,,,,,,,,,,,,,,,,,
Kippenheim,kippenheim.de,Baden-Württemberg,5559,,,,,,,,,,,,,,,,,
Kirchardt,kirchardt.de,Baden-Württemberg,5939,,,,,,,,,,,,,,,,,
Kirchentellinsfurt,kirchentellinsfurt.de,Baden-Württemberg,5492,,,,,,,,,,,,,,,,,
Kirchzarten,kirchzarten.de,Baden-Württemberg,10266,,,,,,,,,,,,,,,,,
Klettgau,klettgau.de,Baden-Württemberg,7445,,,,,,,,,,,,,,,,,
Kohlberg,kohlberg-wuerttemberg.de,Baden-Württemberg,2277,,,,,,,,,,,,,,,,,
Kolbingen,kolbingen.de,Baden-Württemberg,1225,,,,,,,,,,,,,,,,,
Korb,korb.de,Baden-Württemberg,11607,,,,,,,,,,,,,,,,,
Kraichtal,kraichtal.de,Baden-Württemberg,14602,,,,,,,,,,,,,,,,,
Krauchenwies,krauchenwies.de,Baden-Württemberg,5023,,,,,,,,,,,,,,,,,
Krautheim,krautheim.de,Baden-Württemberg,4561,,,,,,,,,,,,,,,,,
Kronau,kronau.de,Baden-Württemberg,5969,,,,,,,,,,,,,,,,,
Kuchen,kuchen.de,Baden-Württemberg,5544,,,,,,,,,,,,,,,,,
Kupferzell,kupferzell.de,Baden-Württemberg,6665,,,,,,,,,,,,,,,,,
Kusterdingen,kusterdingen.de,Baden-Württemberg,9016,,,,,,,,,,,,,,,,,
Langenargen,langenargen.de,Baden-Württemberg,7525,,,,,,,,,,,,,,,,,
Langenau,langenau.de,Baden-Württemberg,15274,,,,,,,,,,,,,,,,,
Langenbrettach,langenbrettach.de,Baden-Württemberg,3894,,,,,,,,,,,,,,,,,
Langenburg,langenburg.de,Baden-Württemberg,1749,,,,,,,,,,,,,,,,,
Langenenslingen,langenenslingen.de,Baden-Württemberg,3649,,,,,,,,,,,,,,,,,
Lauchheim,lauchheim.de,Baden-Württemberg,4857,,,,,,,,,,,,,,,,,
Lauchringen,lauchringen.de,Baden-Württemberg,8137,,,,,,,,,,,,,,,,,
Laudenbach,gemeinde-laudenbach.de,Baden-Württemberg,6573,,,,,,,,,,,,,,,,,
Lauf,lauf-schwarzwald.de,Baden-Württemberg,4021,,,,,,,,,,,,,,,,,
Lautenbach,lautenbach-renchtal.de,Baden-Württemberg,1991,,,,,,,,,,,,,,,,,
Lauterach,gemeinde-lauterach.de,Baden-Württemberg,586,,,,,,,,,,,,,,,,,
Lauterbach,lauterbach-schwarzwald.de,Baden-Württemberg,2700,,,,,,,,,,,,,,,,,
Lauterstein,lauterstein.de,Baden-Württemberg,2558,,,,,,,,,,,,,,,,,
Lehrensteinsfeld,lehrensteinsfeld.de,Baden-Württemberg,2758,,,,,,,,,,,,,,,,,
Leibertingen,leibertingen.de,Baden-Württemberg,2233,,,,,,,,,,,,,,,,,
Leingarten,leingarten.de,Baden-Württemberg,11637,,,,,,,,,,,,,,,,,
Leinzell,leinzell.de,Baden-Württemberg,2018,,,,,,,,,,,,,,,,,
Lenningen,lenningen.de,Baden-Württemberg,7974,,,,,,,,,,,,,,,,,
Lenzkirch,lenzkirch.de,Baden-Württemberg,5201,,,,,,,,,,,,,,,,,
Leutenbach,leutenbach.de,Baden-Württemberg,12093,,,,,,,,,,,,,,,,,
Lichtenau,lichtenau-baden.de,Baden-Württemberg,10985,,,,,,,,,,,,,,,,,
Lichtenstein,gemeinde-lichtenstein.de,Baden-Württemberg,9191,,,,,,,,,,,,,,,,,
Lichtenwald,lichtenwald.de,Baden-Württemberg,2564,,,,,,,,,,,,,,,,,
Limbach,limbach.de,Baden-Württemberg,286,,,,,,,,,,,,,,,,,
Lobbach,lobbach.de,Baden-Württemberg,2353,,,,,,,,,,,,,,,,,
Loffenau,loffenau.de,Baden-Württemberg,2491,,,,,,,,,,,,,,,,,
Lonsee,lonsee.de,Baden-Württemberg,5170,,,,,,,,,,,,,,,,,
Lottstetten,lottstetten.de,Baden-Württemberg,2313,,,,,,,,,,,,,,,,,
Magstadt,magstadt.de,Baden-Württemberg,9513,,,,,,,,,,,,,,,,,
Mahlberg,mahlberg.de,Baden-Württemberg,5254,,,,,,,,,,,,,,,,,
Mahlstetten,mahlstetten.de,Baden-Württemberg,812,,,,,,,,,,,,,,,,,
Mainhardt,mainhardt.de,Baden-Württemberg,5973,,,,,,,,,,,,,,,,,
Malterdingen,malterdingen.de,Baden-Württemberg,3467,,,,,,,,,,,,,,,,,
March,march.de,Baden-Württemberg,9309,,,,,,,,,,,,,,,,,
Marxzell,marxzell.de,Baden-Württemberg,5040,,,,,,,,,,,,,,,,,
Maselheim,maselheim.de,Baden-Württemberg,4736,,,,,,,,,,,,,,,,,
Massenbachhausen,massenbachhausen.de,Baden-Württemberg,3760,,,,,,,,,,,,,,,,,
Mauer,gemeinde-mauer.de,Baden-Württemberg,4073,,,,,,,,,,,,,,,,,
Maulbronn,maulbronn.de,Baden-Württemberg,6452,,,,,,,,,,,,,,,,,
Maulburg,maulburg.de,Baden-Württemberg,4366,,,,,,,,,,,,,,,,,
Meckenbeuren,meckenbeuren.de,Baden-Württemberg,13735,,,,,,,,,,,,,,,,,
Meckesheim,meckesheim.de,Baden-Württemberg,5298,,,,,,,,,,,,,,,,,
Mehrstetten,mehrstetten.de,Baden-Württemberg,1502,,,,,,,,,,,,,,,,,
Mengen,mengen.de,Baden-Württemberg,10148,,,,,,,,,,,,,,,,,
Merdingen,merdingen.de,Baden-Württemberg,2668,,,,,,,,,,,,,,,,,
Merklingen,merklingen.de,Baden-Württemberg,2098,,,,,,,,,,,,,,,,,
Merzhausen,merzhausen.de,Baden-Württemberg,5584,,,,,,,,,,,,,,,,,
Michelfeld,michelfeld.de,Baden-Württemberg,3720,,,,,,,,,,,,,,,,,
Mietingen,mietingen.de,Baden-Württemberg,4743,,,,,,,,,,,,,,,,,
Mittelbiberach,mittelbiberach.de,Baden-Württemberg,4433,,,,,,,,,,,,,,,,,
Moos,moos.de,Baden-Württemberg,3417,,,,,,,,,,,,,,,,,
Moosburg,moosburg-am-federsee.de,Baden-Württemberg,231,,,,,,,,,,,,,,,,,
Mudau,mudau.de,Baden-Württemberg,4936,,,,,,,,,,,,,,,,,
Muggensturm,muggensturm.de,Baden-Württemberg,6103,,,,,,,,,,,,,,,,,
Mulfingen,mulfingen.de,Baden-Württemberg,3604,,,,,,,,,,,,,,,,,
Mundelsheim,mundelsheim.de,Baden-Württemberg,3531,,,,,,,,,,,,,,,,,
Munderkingen,munderkingen.de,Baden-Württemberg,5408,,,,,,,,,,,,,,,,,
Murg,murg.de,Baden-Württemberg,6900,,,,,,,,,,,,,,,,,
Murr,gemeinde-murr.de,Baden-Württemberg,6578,,,,,,,,,,,,,,,,,
Murrhardt,murrhardt.de,Baden-Württemberg,14551,,,,,,,,,,,,,,,,,
Mutlangen,mutlangen.de,Baden-Württemberg,6786,,,,,,,,,,,,,,,,,
Nattheim,nattheim.de,Baden-Württemberg,6555,,,,,,,,,,,,,,,,,
Neckarbischofsheim,neckarbischofsheim.de,Baden-Württemberg,4195,,,,,,,,,,,,,,,,,
Neckargerach,neckargerach.de,Baden-Württemberg,2266,,,,,,,,,,,,,,,,,
Neckartailfingen,neckartailfingen.de,Baden-Württemberg,3841,,,,,,,,,,,,,,,,,
Neckartenzlingen,neckartenzlingen.de,Baden-Württemberg,6223,,,,,,,,,,,,,,,,,
Neckarwestheim,neckarwestheim.de,Baden-Württemberg,4059,,,,,,,,,,,,,,,,,
Neckarzimmern,neckarzimmern.de,Baden-Württemberg,1407,,,,,,,,,,,,,,,,,
Neenstetten,neenstetten.de,Baden-Württemberg,827,,,,,,,,,,,,,,,,,
Nehren,nehren.de,Baden-Württemberg,110,,,,,,,,,,,,,,,,,
Neidenstein,neidenstein.de,Baden-Württemberg,1769,,,,,,,,,,,,,,,,,
Neidlingen,neidlingen.de,Baden-Württemberg,1707,,,,,,,,,,,,,,,,,
Nellingen,nellingen.de,Baden-Württemberg,2047,,,,,,,,,,,,,,,,,
Nerenstetten,nerenstetten.de,Baden-Württemberg,379,,,,,,,,,,,,,,,,,
Neresheim,neresheim.de,Baden-Württemberg,7954,,,,,,,,,,,,,,,,,
Neubulach,neubulach.de,Baden-Württemberg,5713,,,,,,,,,,,,,,,,,
Neudenau,neudenau.de,Baden-Württemberg,5643,,,,,,,,,,,,,,,,,
Neuenstein,neuenstein.de,Baden-Württemberg,2981,,,,,,,,,,,,,,,,,
Neuffen,neuffen.de,Baden-Württemberg,6104,,,,,,,,,,,,,,,,,
Neufra,neufra.de,Baden-Württemberg,1899,,,,,,,,,,,,,,,,,
Neuhausen,neuhausen-enzkreis.de,Baden-Württemberg,5095,,,,,,,,,,,,,,,,,
Neukirch,neukirch-gemeinde.de,Baden-Württemberg,2725,,,,,,,,,,,,,,,,,
Neuler,neuler.de,Baden-Württemberg,3270,,,,,,,,,,,,,,,,,
Neulingen,neulingen.de,Baden-Württemberg,6543,,,,,,,,,,,,,,,,,
